date,service,day_of_week,is_weekend,is_holiday,vacation_flag,season,epidemic_flag,canicule_flag,plan_blanc_flag,admissions_urgent,admissions_programmed,discharges,beds_occupied,beds_available,staff_medecin,staff_chirurgien,staff_infirmier,staff_aide_soignant,staff_sage_femme,staff_psychologue,staff_admin,staff_astreinte,staff_global,medicaments_central,medicaments_service,epi_central,epi_service,materiel_chirurgical_central,materiel_chirurgical_service,equipements_biomedicaux_central,equipements_biomedicaux_service,produits_hygiene_central,produits_hygiene_service,produits_pharmaceutiques_central,produits_pharmaceutiques_service,vaccins_central,vaccins_service
2022-11-14,Réanimation,Lundi,0,0,0,Automne,0,0,0,9,1,11,26,4,4,1,10,5,1,0,0,5,21,28601,-732,18837,-620,10000,400,0,0,9155,-412,18794,-634,101,100
2022-11-14,Médecine Générale,Lundi,0,0,0,Automne,0,0,0,3,5,5,26,54,7,0,6,4,1,0,0,0,18,27927,-674,18428,-409,9900,-100,0,16,8796,-359,18224,-570,1,-100
2022-11-14,Chirurgie,Lundi,0,0,0,Automne,0,0,0,6,9,10,30,30,3,6,7,3,1,0,1,2,21,27441,-486,18010,-418,9291,-609,0,20,8481,-315,17791,-433,1,60
2022-11-14,Obstétrique,Lundi,0,0,0,Automne,0,0,0,4,2,2,14,26,1,0,5,4,3,0,1,2,14,27029,-412,17553,-457,9141,-150,0,16,8074,-407,17431,-360,1,40
2022-11-14,Administration,Lundi,0,0,0,Automne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,11,27029,0,17553,0,9141,0,0,0,8074,0,17431,0,1,0
2022-11-15,Urgences,Mardi,0,0,0,Automne,0,0,0,25,0,19,50,0,6,0,8,3,0,0,0,4,17,26359,-670,17008,-545,9141,400,0,0,7639,-435,16856,-575,1,160
2022-11-15,Réanimation,Mardi,0,0,0,Automne,0,0,0,8,0,8,26,4,5,0,9,3,0,1,1,0,19,25634,-725,16392,-616,9141,400,0,0,7230,-409,16229,-627,1,100
2022-11-15,Médecine Générale,Mardi,0,0,0,Automne,0,0,0,7,4,11,26,54,7,1,5,5,0,0,0,3,18,24951,-683,15979,-413,9041,-100,0,16,6867,-363,15651,-578,0,-1
2022-11-15,Chirurgie,Mardi,0,0,0,Automne,0,0,0,2,9,11,30,30,1,6,8,5,0,1,0,0,21,24475,-476,15566,-413,8432,-609,0,20,6556,-311,15227,-424,0,60
2022-11-15,Obstétrique,Mardi,0,0,0,Automne,0,0,0,5,4,6,17,23,2,0,5,3,4,2,0,3,16,24057,-418,15105,-461,8281,-151,0,16,6146,-410,14861,-366,0,40
2022-11-15,Administration,Mardi,0,0,0,Automne,0,0,0,0,0,0,0,0,0,1,0,0,1,0,11,1,13,24057,0,15105,0,8281,0,0,0,6146,0,14861,0,0,0
2022-11-16,Urgences,Mercredi,0,0,0,Automne,0,0,0,27,0,18,50,0,5,0,9,3,1,1,1,5,20,23382,-675,14557,-548,8281,400,0,0,5709,-437,14280,-581,0,160
2022-11-16,Réanimation,Mercredi,0,0,0,Automne,0,0,0,12,0,9,29,1,3,1,11,5,0,1,0,3,21,22644,-738,13933,-624,8281,400,0,0,5295,-414,13640,-640,0,100
2022-11-16,Médecine Générale,Mercredi,0,0,0,Automne,0,0,0,8,5,8,31,49,5,0,5,3,0,0,0,1,13,21955,-689,13518,-415,8181,-100,0,16,4930,-365,13057,-583,0,0
2022-11-16,Chirurgie,Mercredi,0,0,0,Automne,0,0,0,6,10,11,35,25,1,5,8,3,0,1,0,3,18,21467,-488,13099,-419,7571,-610,0,20,4614,-316,12622,-435,0,60
2022-11-16,Obstétrique,Mercredi,0,0,0,Automne,0,0,0,4,4,8,17,23,3,0,4,4,3,0,0,0,14,21051,-416,12639,-460,7420,-151,0,16,4205,-409,12258,-364,0,40
2022-11-16,Administration,Mercredi,0,0,0,Automne,0,0,0,0,0,0,0,0,1,0,0,0,0,1,11,2,13,21051,0,12639,0,7420,0,0,0,4205,0,12258,0,0,0
2022-11-17,Urgences,Jeudi,0,0,0,Automne,0,0,0,24,0,17,50,0,5,0,7,3,0,0,1,4,16,20384,-667,12096,-543,7420,400,0,0,3772,-433,11686,-572,0,160
2022-11-17,Réanimation,Jeudi,0,0,0,Automne,0,0,0,4,0,6,27,3,5,0,11,4,0,0,0,2,20,19672,-712,11488,-608,7420,400,0,0,3368,-404,11073,-613,0,100
2022-11-17,Médecine Générale,Jeudi,0,0,0,Automne,0,0,0,7,5,13,30,50,6,0,6,3,0,1,0,2,16,18986,-686,11074,-414,7320,-100,0,16,3004,-364,10492,-581,0,0
2022-11-17,Chirurgie,Jeudi,0,0,0,Automne,0,0,0,3,9,11,36,24,1,4,8,5,0,1,1,1,20,18508,-478,10660,-414,6711,-609,0,20,2692,-312,10066,-426,0,60
2022-11-17,Obstétrique,Jeudi,0,0,0,Automne,0,0,0,3,5,7,18,22,3,0,5,4,5,0,0,1,17,18092,-416,10200,-460,6559,-152,0,16,2283,-409,9702,-364,0,40
2022-11-17,Administration,Jeudi,0,0,0,Automne,0,0,0,0,0,0,0,0,0,1,1,0,1,0,11,3,14,18092,0,10200,0,6559,0,0,0,2283,0,9702,0,0,0
2022-11-18,Urgences,Vendredi,0,0,0,Automne,0,0,0,18,0,19,49,1,4,0,7,5,0,0,1,1,17,17442,-650,9668,-532,6559,400,0,0,1858,-425,9148,-554,0,160
2022-11-18,Réanimation,Vendredi,0,0,0,Automne,0,0,0,10,0,11,26,4,3,0,9,5,0,2,0,3,19,16710,-732,9048,-620,6559,400,0,0,1446,-412,8514,-634,0,100
2022-11-18,Médecine Générale,Vendredi,0,0,0,Automne,0,0,0,8,5,12,31,49,6,1,5,4,0,2,0,3,18,16021,-689,8633,-415,6459,-100,0,16,1081,-365,7931,-583,0,0
2022-11-18,Chirurgie,Vendredi,0,0,0,Automne,0,0,0,6,10,12,40,20,3,4,7,4,0,0,1,1,19,15533,-488,8214,-419,5849,-610,0,20,765,-316,7496,-435,0,60
2022-11-18,Obstétrique,Vendredi,0,0,0,Automne,0,0,0,2,1,3,18,22,1,1,5,3,5,0,0,3,15,15127,-406,7761,-453,5699,-150,0,16,362,-403,7141,-355,0,40
2022-11-18,Administration,Vendredi,0,0,0,Automne,0,0,0,0,0,0,0,0,0,1,0,0,1,0,10,1,12,15127,0,7761,0,5699,0,0,0,362,0,7141,0,0,0
2022-11-19,Urgences,Samedi,1,0,0,Automne,0,0,0,24,0,19,50,0,6,0,9,5,0,0,1,3,21,14460,-667,7218,-543,5699,400,0,0,0,-362,6569,-572,0,160
2022-11-19,Réanimation,Samedi,1,0,0,Automne,0,0,0,7,0,8,25,5,5,0,11,5,1,2,0,4,24,13738,-722,6604,-614,5699,400,0,0,0,0,5946,-623,0,100
2022-11-19,Médecine Générale,Samedi,1,0,0,Automne,0,0,0,5,1,12,25,55,7,0,5,3,0,1,0,4,16,13070,-668,6197,-407,5599,-100,0,16,0,0,5381,-565,0,0
2022-11-19,Chirurgie,Samedi,1,0,0,Automne,0,0,0,4,5,15,34,26,3,6,8,5,0,1,0,5,23,12599,-471,5787,-410,4994,-605,0,20,0,0,4962,-419,0,60
2022-11-19,Obstétrique,Samedi,1,0,0,Automne,0,0,0,1,1,6,14,26,3,1,6,2,5,0,0,6,17,12195,-404,5335,-452,4844,-150,0,16,0,0,4609,-353,0,40
2022-11-19,Administration,Samedi,1,0,0,Automne,0,0,0,0,0,0,0,0,0,1,1,0,0,0,9,2,11,12195,0,5335,0,4844,0,0,0,0,0,4609,0,0,0
2022-11-20,Urgences,Dimanche,1,0,0,Automne,0,0,0,27,0,20,50,0,6,0,8,4,0,0,1,3,19,11520,-675,4787,-548,4844,400,0,0,0,0,4028,-581,0,160
2022-11-20,Réanimation,Dimanche,1,0,0,Automne,0,0,0,7,0,9,23,7,4,0,11,3,1,2,1,8,22,10798,-722,4173,-614,4844,400,0,0,0,0,3405,-623,0,100
2022-11-20,Médecine Générale,Dimanche,1,0,0,Automne,0,0,0,7,2,10,24,56,7,0,7,5,0,2,0,3,21,10121,-677,3763,-410,4744,-100,0,16,0,0,2832,-573,0,0
2022-11-20,Chirurgie,Dimanche,1,0,0,Automne,0,0,0,2,5,10,31,29,3,4,8,5,0,1,1,6,22,9655,-466,3355,-408,4139,-605,0,20,0,0,2417,-415,0,60
2022-11-20,Obstétrique,Dimanche,1,0,0,Automne,0,0,0,1,0,5,10,30,3,1,4,3,3,2,0,1,16,9253,-402,2904,-451,3989,-150,0,16,0,0,2066,-351,0,40
2022-11-20,Administration,Dimanche,1,0,0,Automne,0,0,0,0,0,0,0,0,0,1,1,0,1,0,11,1,14,9253,0,2904,0,3989,0,0,0,0,0,2066,0,0,0
2022-11-21,Urgences,Lundi,0,0,0,Automne,0,0,0,24,0,21,50,0,4,0,8,5,0,2,0,2,19,29333,-667,19457,-543,10000,400,0,0,9567,-433,19428,-572,444,160
2022-11-21,Réanimation,Lundi,0,0,0,Automne,0,0,0,9,1,7,26,4,4,0,11,4,0,0,0,4,19,28601,-732,18837,-620,10000,400,0,0,9155,-412,18794,-634,444,100
2022-11-21,Médecine Générale,Lundi,0,0,0,Automne,0,0,0,2,5,10,21,59,7,1,7,5,0,1,0,1,21,27930,-671,18429,-408,9900,-100,0,16,8797,-358,18226,-568,344,-100
2022-11-21,Chirurgie,Lundi,0,0,0,Automne,0,0,0,4,11,13,33,27,1,5,8,3,0,0,1,2,18,27444,-486,18011,-418,9289,-611,0,20,8482,-315,17793,-433,344,60
2022-11-21,Obstétrique,Lundi,0,0,0,Automne,0,0,0,4,2,6,10,30,1,0,5,2,5,0,0,1,13,27032,-412,17554,-457,9139,-150,0,16,8075,-407,17433,-360,344,40
2022-11-21,Administration,Lundi,0,0,0,Automne,0,0,0,0,0,0,0,0,1,1,0,0,0,1,9,3,12,27032,0,17554,0,9139,0,0,0,8075,0,17433,0,344,0
2022-11-22,Urgences,Mardi,0,0,0,Automne,0,0,0,27,0,18,50,0,5,0,7,5,0,2,0,3,19,26357,-675,17006,-548,9139,400,0,0,7638,-437,16852,-581,344,160
2022-11-22,Réanimation,Mardi,0,0,0,Automne,0,0,0,10,1,7,30,0,5,0,10,5,0,1,0,0,21,25622,-735,16384,-622,9139,400,0,0,7225,-413,16215,-637,344,100
2022-11-22,Médecine Générale,Mardi,0,0,0,Automne,0,0,0,7,6,8,26,54,7,1,7,3,0,1,1,3,20,24933,-689,15969,-415,9039,-100,0,16,6860,-365,15632,-583,243,-101
2022-11-22,Chirurgie,Mardi,0,0,0,Automne,0,0,0,2,10,12,33,27,3,4,8,3,0,0,0,3,18,24455,-478,15555,-414,8429,-610,0,20,6548,-312,15206,-426,243,60
2022-11-22,Obstétrique,Mardi,0,0,0,Automne,0,0,0,1,4,5,10,30,1,0,5,2,3,0,1,1,12,24045,-410,15099,-456,8278,-151,0,16,6142,-406,14847,-359,243,40
2022-11-22,Administration,Mardi,0,0,0,Automne,0,0,0,0,0,0,0,0,0,1,1,0,0,0,10,2,12,24045,0,15099,0,8278,0,0,0,6142,0,14847,0,243,0
2022-11-23,Urgences,Mercredi,0,0,0,Automne,0,0,0,24,1,18,50,0,4,0,9,4,0,2,1,0,20,23375,-670,14554,-545,8278,400,0,0,5707,-435,14272,-575,243,160
2022-11-23,Réanimation,Mercredi,0,0,0,Automne,0,0,0,9,0,12,27,3,3,0,9,4,0,2,1,0,19,22647,-728,13936,-618,8278,400,0,0,5297,-410,13642,-630,243,100
2022-11-23,Médecine Générale,Mercredi,0,0,0,Automne,0,0,0,9,7,12,30,50,5,1,7,3,0,0,0,2,16,21949,-698,13517,-419,8177,-101,0,16,4928,-369,13051,-591,142,-101
2022-11-23,Chirurgie,Mercredi,0,0,0,Automne,0,0,0,0,11,13,31,29,3,5,8,3,0,0,1,3,20,21473,-476,13104,-413,7566,-611,0,20,4617,-311,12627,-424,142,60
2022-11-23,Obstétrique,Mercredi,0,0,0,Automne,0,0,0,6,4,7,13,27,3,0,5,4,4,1,0,1,17,21053,-420,12641,-463,7415,-151,0,16,4205,-412,12259,-368,142,40
2022-11-23,Administration,Mercredi,0,0,0,Automne,0,0,0,0,0,0,0,0,0,1,1,0,1,1,10,3,14,21053,0,12641,0,7415,0,0,0,4205,0,12259,0,142,0
2022-11-24,Urgences,Jeudi,0,0,0,Automne,0,0,0,24,1,18,50,0,5,0,9,5,0,0,1,1,20,20383,-670,12096,-545,7415,400,0,0,3770,-435,11684,-575,142,160
2022-11-24,Réanimation,Jeudi,0,0,0,Automne,0,0,0,13,0,10,30,0,3,1,10,4,0,0,0,0,18,19642,-741,11470,-626,7415,400,0,0,3355,-415,11040,-644,142,100
2022-11-24,Médecine Générale,Jeudi,0,0,0,Automne,0,0,0,4,4,8,30,50,7,0,7,5,0,0,0,1,19,18968,-674,11061,-409,7315,-100,0,16,2996,-359,10470,-570,42,-100
2022-11-24,Chirurgie,Jeudi,0,0,0,Automne,0,0,0,4,10,12,33,27,2,5,7,3,0,0,0,3,17,18485,-483,10645,-416,6705,-610,0,20,2682,-314,10040,-430,42,60
2022-11-24,Obstétrique,Jeudi,0,0,0,Automne,0,0,0,5,2,5,15,25,3,1,4,4,3,1,0,2,16,18071,-414,10186,-459,6555,-150,0,16,2274,-408,9678,-362,42,40
2022-11-24,Administration,Jeudi,0,0,0,Automne,0,0,0,0,0,0,0,0,0,1,1,1,0,0,10,1,13,18071,0,10186,0,6555,0,0,0,2274,0,9678,0,42,0
2022-11-25,Urgences,Vendredi,0,0,0,Automne,0,0,0,25,0,20,50,0,5,0,9,4,1,1,1,3,21,17401,-670,9641,-545,6555,400,0,0,1839,-435,9103,-575,42,160
2022-11-25,Réanimation,Vendredi,0,0,0,Automne,0,0,0,6,0,9,27,3,5,1,11,3,0,1,0,0,21,16682,-719,9029,-612,6555,400,0,0,1432,-407,8483,-620,42,100
2022-11-25,Médecine Générale,Vendredi,0,0,0,Automne,0,0,0,7,6,9,34,46,7,1,5,5,0,0,0,1,18,15993,-689,8614,-415,6455,-100,0,16,1067,-365,7900,-583,0,-42
2022-11-25,Chirurgie,Vendredi,0,0,0,Automne,0,0,0,4,9,12,34,26,3,5,9,3,0,0,1,0,21,15512,-481,8199,-415,5846,-609,0,20,754,-313,7472,-428,0,60
2022-11-25,Obstétrique,Vendredi,0,0,0,Automne,0,0,0,5,3,6,17,23,2,0,4,2,5,2,0,2,15,15096,-416,7739,-460,5695,-151,0,16,345,-409,7108,-364,0,40
2022-11-25,Administration,Vendredi,0,0,0,Automne,0,0,0,0,0,0,0,0,0,1,1,0,1,0,9,1,12,15096,0,7739,0,5695,0,0,0,345,0,7108,0,0,0
2022-11-26,Urgences,Samedi,1,0,0,Automne,0,0,0,23,0,20,50,0,5,0,8,4,0,2,0,9,19,14432,-664,7198,-541,5695,400,0,0,0,-345,6539,-569,0,160
2022-11-26,Réanimation,Samedi,1,0,0,Automne,0,0,0,11,0,11,27,3,3,1,9,4,0,2,0,9,19,13697,-735,6576,-622,5695,400,0,0,0,0,5902,-637,0,100
2022-11-26,Médecine Générale,Samedi,1,0,0,Automne,0,0,0,5,2,12,29,51,6,1,7,3,1,0,0,1,18,13026,-671,6168,-408,5595,-100,0,16,0,0,5334,-568,0,0
2022-11-26,Chirurgie,Samedi,1,0,0,Automne,0,0,0,4,7,11,34,26,1,6,8,3,0,0,1,4,19,12550,-476,5755,-413,4988,-607,0,20,0,0,4910,-424,0,60
2022-11-26,Obstétrique,Samedi,1,0,0,Automne,0,0,0,6,3,8,18,22,3,1,6,2,3,1,0,3,16,12132,-418,5294,-461,4837,-151,0,16,0,0,4544,-366,0,40
2022-11-26,Administration,Samedi,1,0,0,Automne,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10,7,12,12132,0,5294,0,4837,0,0,0,0,0,4544,0,0,0
2022-11-27,Urgences,Dimanche,1,0,0,Automne,0,0,0,23,0,18,50,0,5,1,9,3,1,1,0,9,20,11468,-664,4753,-541,4837,400,0,0,0,0,3975,-569,0,160
2022-11-27,Réanimation,Dimanche,1,0,0,Automne,0,0,0,7,2,9,27,3,4,1,10,5,0,2,1,4,23,10740,-728,4135,-618,4837,400,0,0,0,0,3345,-630,0,100
2022-11-27,Médecine Générale,Dimanche,1,0,0,Automne,0,0,0,7,4,10,30,50,6,0,6,5,1,1,1,8,20,10057,-683,3722,-413,4737,-100,0,16,0,0,2767,-578,0,0
2022-11-27,Chirurgie,Dimanche,1,0,0,Automne,0,0,0,0,4,9,29,31,1,4,9,4,0,0,1,8,19,9598,-459,3318,-404,4133,-604,0,20,0,0,2359,-408,0,60
2022-11-27,Obstétrique,Dimanche,1,0,0,Automne,0,0,0,2,1,5,16,24,2,1,6,3,3,0,1,3,16,9192,-406,2865,-453,3983,-150,0,16,0,0,2004,-355,0,40
2022-11-27,Administration,Dimanche,1,0,0,Automne,0,0,0,0,0,0,0,0,0,1,1,0,1,0,11,2,14,9192,0,2865,0,3983,0,0,0,0,0,2004,0,0,0
2022-11-28,Urgences,Lundi,0,0,0,Automne,0,0,0,27,1,18,50,0,6,0,7,5,1,2,0,1,21,29322,-678,19450,-550,10000,400,0,-1,9561,-439,19416,-584,351,160
2022-11-28,Réanimation,Lundi,0,0,0,Automne,0,0,0,11,1,10,29,1,3,0,10,5,1,0,1,1,20,28584,-738,18826,-624,10000,400,0,0,9147,-414,18776,-640,351,100
2022-11-28,Médecine Générale,Lundi,0,0,0,Automne,0,0,0,8,5,10,33,47,7,0,7,5,0,2,1,4,22,27895,-689,18411,-415,9900,-100,0,16,8782,-365,18193,-583,250,-101
2022-11-28,Chirurgie,Lundi,0,0,0,Automne,0,0,0,4,11,12,32,28,3,6,9,5,0,1,1,2,25,27409,-486,17993,-418,9289,-611,0,20,8467,-315,17760,-433,250,60
2022-11-28,Obstétrique,Lundi,0,0,0,Automne,0,0,0,1,1,6,12,28,1,0,4,2,4,1,0,3,12,27005,-404,17541,-452,9139,-150,0,16,8065,-402,17407,-353,250,40
2022-11-28,Administration,Lundi,0,0,0,Automne,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,9,27005,0,17541,0,9139,0,0,0,8065,0,17407,0,250,0
2022-11-29,Urgences,Mardi,0,0,0,Automne,0,0,0,24,0,17,50,0,6,0,7,3,1,2,0,4,19,26338,-667,16998,-543,9139,400,0,0,7632,-433,16835,-572,250,160
2022-11-29,Réanimation,Mardi,0,0,0,Automne,0,0,0,13,0,8,30,0,4,0,10,4,1,2,1,1,22,25597,-741,16372,-626,9139,400,0,0,7217,-415,16191,-644,250,100
2022-11-29,Médecine Générale,Mardi,0,0,0,Automne,0,0,0,11,7,11,40,40,7,0,6,3,0,2,1,3,19,24893,-704,15951,-421,9038,-101,0,16,6846,-371,15595,-596,149,-101
2022-11-29,Chirurgie,Mardi,0,0,0,Automne,0,0,0,5,11,13,35,25,2,4,9,3,1,0,0,1,19,24405,-488,15532,-419,8427,-611,0,20,6530,-316,15160,-435,149,60
2022-11-29,Obstétrique,Mardi,0,0,0,Automne,0,0,0,5,3,2,18,22,2,0,6,2,3,0,1,0,14,23989,-416,15072,-460,8276,-151,0,16,6121,-409,14796,-364,149,40
2022-11-29,Administration,Mardi,0,0,0,Automne,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,3,11,23989,0,15072,0,8276,0,0,0,6121,0,14796,0,149,0
2022-11-30,Urgences,Mercredi,0,0,0,Automne,0,0,0,25,1,19,50,0,4,1,8,5,1,2,0,1,21,23317,-672,14526,-546,8276,400,0,0,5685,-436,14218,-578,149,160
2022-11-30,Réanimation,Mercredi,0,0,0,Automne,0,0,0,7,0,11,26,4,3,0,11,3,0,1,0,1,18,22595,-722,13912,-614,8276,400,0,0,5277,-408,13595,-623,149,100
2022-11-30,Médecine Générale,Mercredi,0,0,0,Automne,0,0,0,8,6,16,38,42,7,1,6,5,0,0,0,1,19,21903,-692,13496,-416,8176,-100,0,16,4911,-366,13009,-586,48,-101
2022-11-30,Chirurgie,Mercredi,0,0,0,Automne,0,0,0,0,7,10,32,28,3,5,9,5,0,0,0,4,22,21437,-466,13088,-408,7569,-607,0,20,4604,-307,12594,-415,48,60
2022-11-30,Obstétrique,Mercredi,0,0,0,Automne,0,0,0,5,2,7,18,22,3,0,5,2,3,2,0,2,15,21023,-414,12629,-459,7419,-150,0,16,4196,-408,12232,-362,48,40
2022-11-30,Administration,Mercredi,0,0,0,Automne,0,0,0,0,0,0,0,0,0,1,1,1,0,0,11,2,14,21023,0,12629,0,7419,0,0,0,4196,0,12232,0,48,0
2022-12-01,Urgences,Jeudi,0,0,0,Hiver,1,0,0,32,0,21,50,0,6,1,8,3,0,0,0,0,18,20334,-689,12072,-557,10000,400,0,0,3752,-444,11636,-596,548,160
2022-12-01,Réanimation,Jeudi,0,0,0,Hiver,1,0,0,13,0,7,30,0,5,0,11,4,0,1,0,1,21,19593,-741,11446,-626,10000,400,0,0,3337,-415,10992,-644,548,100
2022-12-01,Médecine Générale,Jeudi,0,0,0,Hiver,1,0,0,8,6,12,40,40,7,0,5,3,0,0,0,0,15,18901,-692,11030,-416,9900,-100,0,16,2971,-366,10406,-586,447,-101
2022-12-01,Chirurgie,Jeudi,0,0,0,Hiver,1,0,0,0,10,9,33,27,3,5,8,3,0,1,1,0,21,18427,-474,10618,-412,9290,-610,0,20,2661,-310,9984,-422,447,60
2022-12-01,Obstétrique,Jeudi,0,0,0,Hiver,1,0,0,5,2,4,21,19,2,0,6,2,4,0,0,1,14,18013,-414,10159,-459,9140,-150,0,16,2253,-408,9622,-362,447,40
2022-12-01,Administration,Jeudi,0,0,0,Hiver,1,0,0,0,0,0,0,0,0,0,0,0,1,1,11,0,13,18013,0,10159,0,9140,0,0,0,2253,0,9622,0,447,0
2022-12-02,Urgences,Vendredi,0,0,0,Hiver,1,0,0,29,1,22,50,0,6,0,7,3,0,0,0,4,16,17329,-684,9605,-554,9140,400,0,0,1811,-442,9032,-590,447,160
2022-12-02,Réanimation,Vendredi,0,0,0,Hiver,1,0,0,11,0,11,30,0,5,1,10,4,0,1,1,0,22,16594,-735,8983,-622,9140,400,0,0,1398,-413,8395,-637,447,100
2022-12-02,Médecine Générale,Vendredi,0,0,0,Hiver,1,0,0,11,7,16,42,38,6,0,6,3,0,1,0,0,16,15890,-704,8562,-421,9039,-101,0,16,1027,-371,7799,-596,346,-101
2022-12-02,Chirurgie,Vendredi,0,0,0,Hiver,1,0,0,3,10,12,34,26,2,4,7,3,1,0,0,4,17,15409,-481,8147,-415,8429,-610,0,20,714,-313,7371,-428,346,60
2022-12-02,Obstétrique,Vendredi,0,0,0,Hiver,1,0,0,5,4,9,21,19,3,0,4,3,4,1,0,3,15,14991,-418,7686,-461,8278,-151,0,16,304,-410,7005,-366,346,40
2022-12-02,Administration,Vendredi,0,0,0,Hiver,1,0,0,0,0,0,0,0,0,1,0,1,1,0,10,0,13,14991,0,7686,0,8278,0,0,0,304,0,7005,0,346,0
2022-12-03,Urgences,Samedi,1,0,0,Hiver,1,0,0,32,0,22,50,0,4,1,7,4,1,0,0,2,17,14302,-689,7129,-557,8278,400,0,0,0,-304,6409,-596,346,160
2022-12-03,Réanimation,Samedi,1,0,0,Hiver,1,0,0,16,0,12,30,0,3,0,9,4,1,0,0,2,17,13551,-751,6497,-632,8278,400,0,0,0,0,5755,-654,346,100
2022-12-03,Médecine Générale,Samedi,1,0,0,Hiver,1,0,0,9,3,12,42,38,6,1,6,4,0,0,0,3,17,12865,-686,6083,-414,8178,-100,0,16,0,0,5174,-581,245,-101
2022-12-03,Chirurgie,Samedi,1,0,0,Hiver,1,0,0,0,6,13,27,33,3,5,7,4,1,1,1,6,22,12401,-464,5676,-407,7572,-606,0,20,0,0,4761,-413,245,60
2022-12-03,Obstétrique,Samedi,1,0,0,Hiver,1,0,0,4,2,6,21,19,2,0,4,2,3,2,0,3,13,11989,-412,5219,-457,7422,-150,0,16,0,0,4401,-360,245,40
2022-12-03,Administration,Samedi,1,0,0,Hiver,1,0,0,0,0,0,0,0,1,0,0,0,0,0,10,4,11,11989,0,5219,0,7422,0,0,0,0,0,4401,0,245,0
2022-12-04,Urgences,Dimanche,1,0,0,Hiver,0,0,0,25,0,20,50,0,4,0,9,3,1,0,0,8,17,11319,-670,4674,-545,7422,400,0,0,0,0,3826,-575,245,160
2022-12-04,Réanimation,Dimanche,1,0,0,Hiver,0,0,0,10,0,9,30,0,4,0,10,3,0,1,1,10,19,10587,-732,4054,-620,7422,400,0,0,0,0,3192,-634,245,100
2022-12-04,Médecine Générale,Dimanche,1,0,0,Hiver,0,0,0,10,3,14,41,39,5,0,7,4,1,1,0,5,18,9898,-689,3639,-415,7322,-100,0,16,0,0,2609,-583,144,-101
2022-12-04,Chirurgie,Dimanche,1,0,0,Hiver,0,0,0,4,4,9,26,34,3,4,9,5,0,1,1,12,23,9429,-469,3230,-409,6718,-604,0,20,0,0,2192,-417,144,60
2022-12-04,Obstétrique,Dimanche,1,0,0,Hiver,0,0,0,4,0,8,17,23,3,0,5,2,5,2,0,6,17,9021,-408,2775,-455,6568,-150,0,16,0,0,1835,-357,144,40
2022-12-04,Administration,Dimanche,1,0,0,Hiver,0,0,0,0,0,0,0,0,1,1,0,1,0,1,11,8,15,9021,0,2775,0,6568,0,0,0,0,0,1835,0,144,0
2022-12-05,Urgences,Lundi,0,0,0,Hiver,0,0,0,22,0,20,50,0,6,0,9,3,1,0,0,3,19,29339,-661,19461,-539,10000,400,0,-3,9570,-430,19434,-566,554,160
2022-12-05,Réanimation,Lundi,0,0,0,Hiver,0,0,0,11,0,12,29,1,4,1,11,5,0,0,0,3,21,28604,-735,18839,-622,10000,400,0,0,9157,-413,18797,-637,554,100
2022-12-05,Médecine Générale,Lundi,0,0,0,Hiver,0,0,0,8,4,15,38,42,6,0,6,4,1,1,0,1,18,27918,-686,18425,-414,9900,-100,0,16,8793,-364,18216,-581,453,-101
2022-12-05,Chirurgie,Lundi,0,0,0,Hiver,0,0,0,2,11,7,32,28,1,4,9,5,1,1,1,4,22,27437,-481,18010,-415,9289,-611,0,20,8480,-313,17788,-428,453,60
2022-12-05,Obstétrique,Lundi,0,0,0,Hiver,0,0,0,6,0,5,18,22,3,0,4,2,5,1,0,3,15,27025,-412,17553,-457,9139,-150,0,16,8073,-407,17428,-360,453,40
2022-12-05,Administration,Lundi,0,0,0,Hiver,0,0,0,0,0,0,0,0,0,0,0,0,1,0,11,1,12,27025,0,17553,0,9139,0,0,0,8073,0,17428,0,453,0
2022-12-06,Urgences,Mardi,0,0,0,Hiver,1,0,0,32,0,19,50,0,5,0,7,5,1,2,0,5,20,26336,-689,16996,-557,9139,400,0,0,7629,-444,16832,-596,453,160
2022-12-06,Réanimation,Mardi,0,0,0,Hiver,1,0,0,10,0,12,27,3,5,0,9,4,1,2,1,4,22,25604,-732,16376,-620,9139,400,0,0,7217,-412,16198,-634,453,100
2022-12-06,Médecine Générale,Mardi,0,0,0,Hiver,1,0,0,6,5,13,36,44,6,0,5,3,0,0,1,4,15,24921,-683,15963,-413,9039,-100,0,16,6854,-363,15620,-578,352,-101
2022-12-06,Chirurgie,Mardi,0,0,0,Hiver,1,0,0,1,9,9,33,27,3,6,7,3,1,0,0,2,20,24447,-474,15551,-412,8430,-609,0,20,6544,-310,15198,-422,352,60
2022-12-06,Obstétrique,Mardi,0,0,0,Hiver,1,0,0,5,2,4,21,19,2,0,6,4,5,0,1,3,18,24033,-414,15092,-459,8280,-150,0,16,6136,-408,14836,-362,352,40
2022-12-06,Administration,Mardi,0,0,0,Hiver,1,0,0,0,0,0,0,0,1,0,0,0,0,1,9,3,11,24033,0,15092,0,8280,0,0,0,6136,0,14836,0,352,0
