Date,Year,Month,DayOfWeek,Total_Beds,Occupied_Beds,Flu_Cases,Emergencies,Staff_Available
2019-04-25,2019,4,Thursday,1800,1345,74,483,280
2019-04-26,2019,4,Friday,1800,1740,399,257,230
2019-04-27,2019,4,Saturday,1800,1473,242,361,293
2019-04-28,2019,4,Sunday,1800,1116,222,418,141
2019-04-29,2019,4,Monday,1800,1790,69,235,118
2019-04-30,2019,4,Tuesday,1800,1126,311,121,116
2019-05-01,2019,5,Wednesday,1800,1392,210,105,260
2019-05-02,2019,5,Thursday,1800,1640,100,303,175
2019-05-03,2019,5,Friday,1800,1057,185,436,276
2019-05-04,2019,5,Saturday,1800,1633,131,355,283
2019-05-05,2019,5,Sunday,1800,1512,110,586,162
2019-05-06,2019,5,Monday,1800,1750,380,391,230
2019-05-07,2019,5,Tuesday,1800,1095,131,434,206
2019-05-08,2019,5,Wednesday,1800,1637,19,319,148
2019-05-09,2019,5,Thursday,1800,1117,393,215,154
2019-05-10,2019,5,Friday,1800,1559,23,518,253
2019-05-11,2019,5,Saturday,1800,1600,226,211,198
2019-05-12,2019,5,Sunday,1800,1487,153,365,299
2019-05-13,2019,5,Monday,1800,1236,292,181,151
2019-05-14,2019,5,Tuesday,1800,1271,229,421,199
2019-05-15,2019,5,Wednesday,1800,1188,468,432,216
2019-05-16,2019,5,Thursday,1800,1703,309,144,217
2019-05-17,2019,5,Friday,1800,1446,487,499,106
2019-05-18,2019,5,Saturday,1800,1580,358,265,145
2019-05-19,2019,5,Sunday,1800,1789,404,446,145
2019-05-20,2019,5,Monday,1800,1246,201,222,199
2019-05-21,2019,5,Tuesday,1800,1075,37,333,243
2019-05-22,2019,5,Wednesday,1800,1153,429,320,251
2019-05-23,2019,5,Thursday,1800,1655,259,422,288
2019-05-24,2019,5,Friday,1800,1434,187,499,153
2019-05-25,2019,5,Saturday,1800,1085,56,206,161
2019-05-26,2019,5,Sunday,1800,1696,428,381,228
2019-05-27,2019,5,Monday,1800,1284,19,305,148
2019-05-28,2019,5,Tuesday,1800,1219,272,419,124
2019-05-29,2019,5,Wednesday,1800,1068,118,139,109
2019-05-30,2019,5,Thursday,1800,1046,70,158,217
2019-05-31,2019,5,Friday,1800,1093,3,249,243
2019-06-01,2019,6,Saturday,1800,1749,46,313,285
2019-06-02,2019,6,Sunday,1800,1452,12,241,299
2019-06-03,2019,6,Monday,1800,1203,65,471,256
2019-06-04,2019,6,Tuesday,1800,1217,193,430,191
2019-06-05,2019,6,Wednesday,1800,1473,143,221,233
2019-06-06,2019,6,Thursday,1800,1431,72,206,243
2019-06-07,2019,6,Friday,1800,1340,155,273,247
2019-06-08,2019,6,Saturday,1800,1550,76,564,179
2019-06-09,2019,6,Sunday,1800,1611,162,453,170
2019-06-10,2019,6,Monday,1800,1288,168,485,177
2019-06-11,2019,6,Tuesday,1800,1253,30,161,142
2019-06-12,2019,6,Wednesday,1800,1733,84,355,253
2019-06-13,2019,6,Thursday,1800,1356,159,148,189
2019-06-14,2019,6,Friday,1800,1022,181,572,177
2019-06-15,2019,6,Saturday,1800,1761,199,576,298
2019-06-16,2019,6,Sunday,1800,1521,58,338,260
2019-06-17,2019,6,Monday,1800,1757,40,223,125
2019-06-18,2019,6,Tuesday,1800,1099,111,416,220
2019-06-19,2019,6,Wednesday,1800,1179,193,306,144
2019-06-20,2019,6,Thursday,1800,1222,95,147,162
2019-06-21,2019,6,Friday,1800,1761,181,373,294
2019-06-22,2019,6,Saturday,1800,1658,167,395,279
2019-06-23,2019,6,Sunday,1800,1441,121,495,167
2019-06-24,2019,6,Monday,1800,1607,155,413,253
2019-06-25,2019,6,Tuesday,1800,1768,164,456,101
2019-06-26,2019,6,Wednesday,1800,1324,104,467,241
2019-06-27,2019,6,Thursday,1800,1515,192,417,207
2019-06-28,2019,6,Friday,1800,1015,73,520,129
2019-06-29,2019,6,Saturday,1800,1791,182,514,148
2019-06-30,2019,6,Sunday,1800,1335,131,367,239
2019-07-01,2019,7,Monday,1800,1758,98,454,143
2019-07-02,2019,7,Tuesday,1800,1257,125,310,260
2019-07-03,2019,7,Wednesday,1800,1496,137,291,112
2019-07-04,2019,7,Thursday,1800,1159,174,143,177
2019-07-05,2019,7,Friday,1800,1474,74,265,225
2019-07-06,2019,7,Saturday,1800,1663,13,281,197
2019-07-07,2019,7,Sunday,1800,1689,37,260,125
2019-07-08,2019,7,Monday,1800,1674,139,191,248
2019-07-09,2019,7,Tuesday,1800,1379,44,364,255
2019-07-10,2019,7,Wednesday,1800,1544,144,482,147
2019-07-11,2019,7,Thursday,1800,1690,162,319,267
2019-07-12,2019,7,Friday,1800,1426,193,633,165
2019-07-13,2019,7,Saturday,1800,1612,74,625,186
2019-07-14,2019,7,Sunday,1800,1267,168,366,178
2019-07-15,2019,7,Monday,1800,1576,194,486,122
2019-07-16,2019,7,Tuesday,1800,1416,28,376,180
2019-07-17,2019,7,Wednesday,1800,1167,17,163,147
2019-07-18,2019,7,Thursday,1800,1042,19,445,223
2019-07-19,2019,7,Friday,1800,1555,13,499,229
2019-07-20,2019,7,Saturday,1800,1284,161,445,183
2019-07-21,2019,7,Sunday,1800,1396,176,244,119
2019-07-22,2019,7,Monday,1800,1011,53,431,286
2019-07-23,2019,7,Tuesday,1800,1606,30,269,145
2019-07-24,2019,7,Wednesday,1800,1301,57,368,230
2019-07-25,2019,7,Thursday,1800,1252,103,366,282
2019-07-26,2019,7,Friday,1800,1498,169,251,111
2019-07-27,2019,7,Saturday,1800,1753,185,192,139
2019-07-28,2019,7,Sunday,1800,1034,127,239,165
2019-07-29,2019,7,Monday,1800,1726,157,203,199
2019-07-30,2019,7,Tuesday,1800,1089,24,158,177
2019-07-31,2019,7,Wednesday,1800,1775,190,412,115
2019-08-01,2019,8,Thursday,1800,1604,18,139,182
2019-08-02,2019,8,Friday,1800,1601,199,472,261
2019-08-03,2019,8,Saturday,1800,1417,135,630,143
2019-08-04,2019,8,Sunday,1800,1114,2,255,233
2019-08-05,2019,8,Monday,1800,1616,194,321,291
2019-08-06,2019,8,Tuesday,1800,1195,85,303,199
2019-08-07,2019,8,Wednesday,1800,1500,144,237,121
2019-08-08,2019,8,Thursday,1800,1625,141,399,117
2019-08-09,2019,8,Friday,1800,1492,8,640,111
2019-08-10,2019,8,Saturday,1800,1074,189,453,279
2019-08-11,2019,8,Sunday,1800,1412,93,581,222
2019-08-12,2019,8,Monday,1800,1375,148,180,216
2019-08-13,2019,8,Tuesday,1800,1419,164,317,150
2019-08-14,2019,8,Wednesday,1800,1728,138,101,170
2019-08-15,2019,8,Thursday,1800,1276,19,277,147
2019-08-16,2019,8,Friday,1800,1760,34,613,118
2019-08-17,2019,8,Saturday,1800,1675,52,586,105
2019-08-18,2019,8,Sunday,1800,1393,174,555,183
2019-08-19,2019,8,Monday,1800,1456,109,378,254
2019-08-20,2019,8,Tuesday,1800,1191,179,245,152
2019-08-21,2019,8,Wednesday,1800,1738,135,417,206
2019-08-22,2019,8,Thursday,1800,1688,3,323,200
2019-08-23,2019,8,Friday,1800,1098,154,577,147
2019-08-24,2019,8,Saturday,1800,1547,171,603,234
2019-08-25,2019,8,Sunday,1800,1095,167,234,286
2019-08-26,2019,8,Monday,1800,1663,101,393,168
2019-08-27,2019,8,Tuesday,1800,1662,46,338,110
2019-08-28,2019,8,Wednesday,1800,1189,93,294,242
2019-08-29,2019,8,Thursday,1800,1735,171,265,291
2019-08-30,2019,8,Friday,1800,1036,47,433,230
2019-08-31,2019,8,Saturday,1800,1779,90,295,221
2019-09-01,2019,9,Sunday,1800,1368,179,338,168
2019-09-02,2019,9,Monday,1800,1694,83,272,122
2019-09-03,2019,9,Tuesday,1800,1524,67,255,280
2019-09-04,2019,9,Wednesday,1800,1278,138,477,136
2019-09-05,2019,9,Thursday,1800,1216,124,209,108
2019-09-06,2019,9,Friday,1800,1797,72,440,114
2019-09-07,2019,9,Saturday,1800,1272,3,534,230
2019-09-08,2019,9,Sunday,1800,1061,75,599,192
2019-09-09,2019,9,Monday,1800,1595,72,377,297
2019-09-10,2019,9,Tuesday,1800,1728,76,173,116
2019-09-11,2019,9,Wednesday,1800,1341,47,306,253
2019-09-12,2019,9,Thursday,1800,1396,153,487,248
2019-09-13,2019,9,Friday,1800,1698,101,445,171
2019-09-14,2019,9,Saturday,1800,1018,105,619,248
2019-09-15,2019,9,Sunday,1800,1176,76,530,220
2019-09-16,2019,9,Monday,1800,1611,38,439,110
2019-09-17,2019,9,Tuesday,1800,1395,57,456,265
2019-09-18,2019,9,Wednesday,1800,1444,18,439,171
2019-09-19,2019,9,Thursday,1800,1232,87,303,205
2019-09-20,2019,9,Friday,1800,1075,112,362,224
2019-09-21,2019,9,Saturday,1800,1264,76,183,134
2019-09-22,2019,9,Sunday,1800,1454,76,637,218
2019-09-23,2019,9,Monday,1800,1795,185,356,113
2019-09-24,2019,9,Tuesday,1800,1717,27,264,113
2019-09-25,2019,9,Wednesday,1800,1734,65,162,109
2019-09-26,2019,9,Thursday,1800,1383,9,121,239
2019-09-27,2019,9,Friday,1800,1563,125,287,137
2019-09-28,2019,9,Saturday,1800,1505,57,621,207
2019-09-29,2019,9,Sunday,1800,1366,141,316,218
2019-09-30,2019,9,Monday,1800,1143,124,262,133
2019-10-01,2019,10,Tuesday,1800,1068,325,178,268
2019-10-02,2019,10,Wednesday,1800,1098,296,104,109
2019-10-03,2019,10,Thursday,1800,1395,181,415,221
2019-10-04,2019,10,Friday,1800,1024,173,347,244
2019-10-05,2019,10,Saturday,1800,1468,315,502,244
2019-10-06,2019,10,Sunday,1800,1483,363,330,294
2019-10-07,2019,10,Monday,1800,1564,187,275,289
2019-10-08,2019,10,Tuesday,1800,1150,56,489,214
2019-10-09,2019,10,Wednesday,1800,1143,30,316,100
2019-10-10,2019,10,Thursday,1800,1568,83,155,111
2019-10-11,2019,10,Friday,1800,1038,151,548,202
2019-10-12,2019,10,Saturday,1800,1108,472,404,103
2019-10-13,2019,10,Sunday,1800,1692,35,413,269
2019-10-14,2019,10,Monday,1800,1041,212,354,240
2019-10-15,2019,10,Tuesday,1800,1185,413,203,197
2019-10-16,2019,10,Wednesday,1800,1397,407,176,205
2019-10-17,2019,10,Thursday,1800,1222,363,329,184
2019-10-18,2019,10,Friday,1800,1633,105,475,220
2019-10-19,2019,10,Saturday,1800,1132,413,450,231
2019-10-20,2019,10,Sunday,1800,1162,341,577,181
2019-10-21,2019,10,Monday,1800,1214,219,281,296
2019-10-22,2019,10,Tuesday,1800,1732,390,480,118
2019-10-23,2019,10,Wednesday,1800,1234,162,355,229
2019-10-24,2019,10,Thursday,1800,1657,438,137,111
2019-10-25,2019,10,Friday,1800,1750,219,350,180
2019-10-26,2019,10,Saturday,1800,1587,269,176,173
2019-10-27,2019,10,Sunday,1800,1008,119,428,197
2019-10-28,2019,10,Monday,1800,1073,393,239,105
2019-10-29,2019,10,Tuesday,1800,1491,335,398,235
2019-10-30,2019,10,Wednesday,1800,1252,399,386,224
2019-10-31,2019,10,Thursday,1800,1229,181,190,150
2019-11-01,2019,11,Friday,1800,1518,478,248,110
2019-11-02,2019,11,Saturday,1800,1173,105,567,290
2019-11-03,2019,11,Sunday,1800,1652,216,585,284
2019-11-04,2019,11,Monday,1800,1167,204,262,226
2019-11-05,2019,11,Tuesday,1800,1169,69,450,239
2019-11-06,2019,11,Wednesday,1800,1392,43,242,172
2019-11-07,2019,11,Thursday,1800,1794,328,499,101
2019-11-08,2019,11,Friday,1800,1633,300,434,107
2019-11-09,2019,11,Saturday,1800,1193,227,450,238
2019-11-10,2019,11,Sunday,1800,1516,183,589,223
2019-11-11,2019,11,Monday,1800,1028,106,390,152
2019-11-12,2019,11,Tuesday,1800,1164,83,286,109
2019-11-13,2019,11,Wednesday,1800,1421,337,403,211
2019-11-14,2019,11,Thursday,1800,1338,249,390,107
2019-11-15,2019,11,Friday,1800,1647,362,254,135
2019-11-16,2019,11,Saturday,1800,1495,440,330,205
2019-11-17,2019,11,Sunday,1800,1364,20,283,113
2019-11-18,2019,11,Monday,1800,1341,195,455,281
2019-11-19,2019,11,Tuesday,1800,1499,177,282,185
2019-11-20,2019,11,Wednesday,1800,1656,416,306,248
2019-11-21,2019,11,Thursday,1800,1510,474,355,149
2019-11-22,2019,11,Friday,1800,1326,6,428,266
2019-11-23,2019,11,Saturday,1800,1216,69,593,119
2019-11-24,2019,11,Sunday,1800,1300,126,238,186
2019-11-25,2019,11,Monday,1800,1131,398,307,234
2019-11-26,2019,11,Tuesday,1800,1069,465,296,236
2019-11-27,2019,11,Wednesday,1800,1251,159,440,228
2019-11-28,2019,11,Thursday,1800,1414,247,224,253
2019-11-29,2019,11,Friday,1800,1786,202,368,265
2019-11-30,2019,11,Saturday,1800,1444,147,549,137
2019-12-01,2019,12,Sunday,1800,1181,497,204,288
2019-12-02,2019,12,Monday,1800,1166,403,167,143
2019-12-03,2019,12,Tuesday,1800,1090,567,160,185
2019-12-04,2019,12,Wednesday,1800,1713,437,128,143
2019-12-05,2019,12,Thursday,1800,1530,581,482,173
2019-12-06,2019,12,Friday,1800,1038,354,209,218
2019-12-07,2019,12,Saturday,1800,1125,439,331,289
2019-12-08,2019,12,Sunday,1800,1450,335,287,221
2019-12-09,2019,12,Monday,1800,1172,561,160,233
2019-12-10,2019,12,Tuesday,1800,1652,580,252,244
2019-12-11,2019,12,Wednesday,1800,1753,568,375,150
2019-12-12,2019,12,Thursday,1800,1219,263,147,137
2019-12-13,2019,12,Friday,1800,1637,322,432,251
2019-12-14,2019,12,Saturday,1800,1057,453,494,150
2019-12-15,2019,12,Sunday,1800,1659,313,377,109
2019-12-16,2019,12,Monday,1800,1475,219,209,219
2019-12-17,2019,12,Tuesday,1800,1455,215,282,299
2019-12-18,2019,12,Wednesday,1800,1360,344,127,248
2019-12-19,2019,12,Thursday,1800,1000,407,296,169
2019-12-20,2019,12,Friday,1800,1386,218,348,184
2019-12-21,2019,12,Saturday,1800,1347,575,514,156
2019-12-22,2019,12,Sunday,1800,1189,591,553,225
2019-12-23,2019,12,Monday,1800,1504,365,150,138
2019-12-24,2019,12,Tuesday,1800,1190,237,248,132
2019-12-25,2019,12,Wednesday,1800,1507,380,367,286
2019-12-26,2019,12,Thursday,1800,1368,548,149,117
2019-12-27,2019,12,Friday,1800,1408,304,624,283
2019-12-28,2019,12,Saturday,1800,1116,299,472,156
2019-12-29,2019,12,Sunday,1800,1133,289,264,195
2019-12-30,2019,12,Monday,1800,1057,499,269,147
2019-12-31,2019,12,Tuesday,1800,1555,531,265,141
2020-01-01,2020,1,Wednesday,1800,1684,278,113,126
2020-01-02,2020,1,Thursday,1800,1671,272,302,173
2020-01-03,2020,1,Friday,1800,1172,375,534,209
2020-01-04,2020,1,Saturday,1800,1148,595,640,279
2020-01-05,2020,1,Sunday,1800,1079,295,361,269
2020-01-06,2020,1,Monday,1800,1212,544,254,131
2020-01-07,2020,1,Tuesday,1800,1202,302,154,125
2020-01-08,2020,1,Wednesday,1800,1763,423,281,124
2020-01-09,2020,1,Thursday,1800,1228,205,309,174
2020-01-10,2020,1,Friday,1800,1675,321,597,122
2020-01-11,2020,1,Saturday,1800,1226,435,236,156
2020-01-12,2020,1,Sunday,1800,1658,315,427,279
2020-01-13,2020,1,Monday,1800,1531,362,232,225
2020-01-14,2020,1,Tuesday,1800,1440,425,442,186
2020-01-15,2020,1,Wednesday,1800,1401,429,158,130
2020-01-16,2020,1,Thursday,1800,1046,381,444,163
2020-01-17,2020,1,Friday,1800,1232,448,401,298
2020-01-18,2020,1,Saturday,1800,1304,517,508,132
2020-01-19,2020,1,Sunday,1800,1525,409,488,101
2020-01-20,2020,1,Monday,1800,1142,343,163,117
2020-01-21,2020,1,Tuesday,1800,1414,591,426,274
2020-01-22,2020,1,Wednesday,1800,1512,544,359,260
2020-01-23,2020,1,Thursday,1800,1372,295,292,183
2020-01-24,2020,1,Friday,1800,1565,581,380,134
2020-01-25,2020,1,Saturday,1800,1258,545,299,278
2020-01-26,2020,1,Sunday,1800,1655,443,384,213
2020-01-27,2020,1,Monday,1800,1470,285,341,245
2020-01-28,2020,1,Tuesday,1800,1011,593,308,209
2020-01-29,2020,1,Wednesday,1800,1329,383,192,187
2020-01-30,2020,1,Thursday,1800,1735,320,241,171
2020-01-31,2020,1,Friday,1800,1783,531,335,224
2020-02-01,2020,2,Saturday,1800,1357,291,556,129
2020-02-02,2020,2,Sunday,1800,1407,269,239,271
2020-02-03,2020,2,Monday,1800,1667,332,142,152
2020-02-04,2020,2,Tuesday,1800,1372,478,306,237
2020-02-05,2020,2,Wednesday,1800,1007,336,367,186
2020-02-06,2020,2,Thursday,1800,1121,513,395,279
2020-02-07,2020,2,Friday,1800,1347,386,330,276
2020-02-08,2020,2,Saturday,1800,1675,420,253,238
2020-02-09,2020,2,Sunday,1800,1089,245,409,293
2020-02-10,2020,2,Monday,1800,1647,477,265,285
2020-02-11,2020,2,Tuesday,1800,1697,391,230,263
2020-02-12,2020,2,Wednesday,1800,1315,207,255,260
2020-02-13,2020,2,Thursday,1800,1177,578,283,274
2020-02-14,2020,2,Friday,1800,1539,475,322,112
2020-02-15,2020,2,Saturday,1800,1731,378,314,139
2020-02-16,2020,2,Sunday,1800,1040,533,203,188
2020-02-17,2020,2,Monday,1800,1739,238,421,167
2020-02-18,2020,2,Tuesday,1800,1703,492,392,141
2020-02-19,2020,2,Wednesday,1800,1501,377,329,246
2020-02-20,2020,2,Thursday,1800,1144,361,421,193
2020-02-21,2020,2,Friday,1800,1200,530,449,118
2020-02-22,2020,2,Saturday,1800,1723,573,199,285
2020-02-23,2020,2,Sunday,1800,1460,303,312,122
2020-02-24,2020,2,Monday,1800,1731,360,463,153
2020-02-25,2020,2,Tuesday,1800,1751,486,398,164
2020-02-26,2020,2,Wednesday,1800,1557,322,249,239
2020-02-27,2020,2,Thursday,1800,1546,253,247,123
2020-02-28,2020,2,Friday,1800,1252,233,253,133
2020-02-29,2020,2,Saturday,1800,1389,441,179,152
2020-03-01,2020,3,Sunday,1800,1593,577,463,235
2020-03-02,2020,3,Monday,1800,1255,312,308,117
2020-03-03,2020,3,Tuesday,1800,1708,517,227,156
2020-03-04,2020,3,Wednesday,1800,1449,222,439,211
2020-03-05,2020,3,Thursday,1800,1009,245,215,104
2020-03-06,2020,3,Friday,1800,1797,511,312,253
2020-03-07,2020,3,Saturday,1800,1241,334,559,257
2020-03-08,2020,3,Sunday,1800,1250,317,453,281
2020-03-09,2020,3,Monday,1800,1004,388,106,112
2020-03-10,2020,3,Tuesday,1800,1118,330,144,182
2020-03-11,2020,3,Wednesday,1800,1373,411,338,128
2020-03-12,2020,3,Thursday,1800,1064,312,254,102
2020-03-13,2020,3,Friday,1800,1145,243,346,189
2020-03-14,2020,3,Saturday,1800,1223,327,452,203
2020-03-15,2020,3,Sunday,1800,1238,563,304,222
2020-03-16,2020,3,Monday,1800,1176,357,355,285
2020-03-17,2020,3,Tuesday,1800,1778,472,172,175
2020-03-18,2020,3,Wednesday,1800,1281,514,278,229
2020-03-19,2020,3,Thursday,1800,1062,593,311,207
2020-03-20,2020,3,Friday,1800,1216,554,535,255
2020-03-21,2020,3,Saturday,1800,1794,539,466,181
2020-03-22,2020,3,Sunday,1800,1688,244,390,176
2020-03-23,2020,3,Monday,1800,1460,307,322,101
2020-03-24,2020,3,Tuesday,1800,1609,418,218,226
2020-03-25,2020,3,Wednesday,1800,1104,517,412,234
2020-03-26,2020,3,Thursday,1800,1098,514,363,125
2020-03-27,2020,3,Friday,1800,1510,376,442,187
2020-03-28,2020,3,Saturday,1800,1384,427,294,115
2020-03-29,2020,3,Sunday,1800,1404,390,603,250
2020-03-30,2020,3,Monday,1800,1517,359,321,267
2020-03-31,2020,3,Tuesday,1800,1475,593,465,287
2020-04-01,2020,4,Wednesday,1800,1708,455,375,172
2020-04-02,2020,4,Thursday,1800,1644,43,479,131
2020-04-03,2020,4,Friday,1800,1770,96,405,114
2020-04-04,2020,4,Saturday,1800,1436,41,513,240
2020-04-05,2020,4,Sunday,1800,1022,499,367,104
2020-04-06,2020,4,Monday,1800,1564,226,367,173
2020-04-07,2020,4,Tuesday,1800,1676,261,372,151
2020-04-08,2020,4,Wednesday,1800,1713,166,163,176
2020-04-09,2020,4,Thursday,1800,1457,435,397,268
2020-04-10,2020,4,Friday,1800,1082,278,562,280
2020-04-11,2020,4,Saturday,1800,1144,88,167,209
2020-04-12,2020,4,Sunday,1800,1084,378,327,277
2020-04-13,2020,4,Monday,1800,1077,177,170,242
2020-04-14,2020,4,Tuesday,1800,1456,426,463,205
2020-04-15,2020,4,Wednesday,1800,1000,402,157,226
2020-04-16,2020,4,Thursday,1800,1050,196,389,106
2020-04-17,2020,4,Friday,1800,1684,306,494,139
2020-04-18,2020,4,Saturday,1800,1716,266,461,255
2020-04-19,2020,4,Sunday,1800,1771,267,295,259
2020-04-20,2020,4,Monday,1800,1445,73,457,198
2020-04-21,2020,4,Tuesday,1800,1448,7,315,242
2020-04-22,2020,4,Wednesday,1800,1487,407,493,184
2020-04-23,2020,4,Thursday,1800,1799,475,151,297
2020-04-24,2020,4,Friday,1800,1033,296,446,164
2020-04-25,2020,4,Saturday,1800,1347,163,277,231
2020-04-26,2020,4,Sunday,1800,1094,484,539,110
2020-04-27,2020,4,Monday,1800,1071,84,392,207
2020-04-28,2020,4,Tuesday,1800,1550,71,225,125
2020-04-29,2020,4,Wednesday,1800,1153,54,395,288
2020-04-30,2020,4,Thursday,1800,1249,392,171,264
2020-05-01,2020,5,Friday,1800,1673,46,530,250
2020-05-02,2020,5,Saturday,1800,1437,398,474,184
2020-05-03,2020,5,Sunday,1800,1117,431,300,267
2020-05-04,2020,5,Monday,1800,1770,237,459,250
2020-05-05,2020,5,Tuesday,1800,1305,103,494,222
2020-05-06,2020,5,Wednesday,1800,1267,209,209,243
2020-05-07,2020,5,Thursday,1800,1053,41,291,288
2020-05-08,2020,5,Friday,1800,1235,315,628,167
2020-05-09,2020,5,Saturday,1800,1388,467,340,203
2020-05-10,2020,5,Sunday,1800,1733,453,535,179
2020-05-11,2020,5,Monday,1800,1762,267,155,258
2020-05-12,2020,5,Tuesday,1800,1400,385,159,152
2020-05-13,2020,5,Wednesday,1800,1623,262,237,205
2020-05-14,2020,5,Thursday,1800,1766,335,138,252
2020-05-15,2020,5,Friday,1800,1302,386,272,143
2020-05-16,2020,5,Saturday,1800,1206,364,268,239
2020-05-17,2020,5,Sunday,1800,1228,258,306,189
2020-05-18,2020,5,Monday,1800,1577,282,112,200
2020-05-19,2020,5,Tuesday,1800,1074,113,135,196
2020-05-20,2020,5,Wednesday,1800,1434,362,200,108
2020-05-21,2020,5,Thursday,1800,1102,39,381,111
2020-05-22,2020,5,Friday,1800,1421,485,265,168
2020-05-23,2020,5,Saturday,1800,1703,416,207,281
2020-05-24,2020,5,Sunday,1800,1763,219,383,281
2020-05-25,2020,5,Monday,1800,1737,128,437,127
2020-05-26,2020,5,Tuesday,1800,1305,7,265,155
2020-05-27,2020,5,Wednesday,1800,1097,100,482,198
2020-05-28,2020,5,Thursday,1800,1797,415,443,296
2020-05-29,2020,5,Friday,1800,1334,379,542,209
2020-05-30,2020,5,Saturday,1800,1434,175,612,176
2020-05-31,2020,5,Sunday,1800,1446,106,498,202
2020-06-01,2020,6,Monday,1800,1307,111,229,205
2020-06-02,2020,6,Tuesday,1800,1248,83,130,208
2020-06-03,2020,6,Wednesday,1800,1165,142,474,211
2020-06-04,2020,6,Thursday,1800,1480,95,110,157
2020-06-05,2020,6,Friday,1800,1334,32,482,177
2020-06-06,2020,6,Saturday,1800,1541,144,301,174
2020-06-07,2020,6,Sunday,1800,1758,151,376,141
2020-06-08,2020,6,Monday,1800,1105,157,291,265
2020-06-09,2020,6,Tuesday,1800,1562,189,365,167
2020-06-10,2020,6,Wednesday,1800,1080,140,227,280
2020-06-11,2020,6,Thursday,1800,1132,189,337,132
2020-06-12,2020,6,Friday,1800,1796,46,563,170
2020-06-13,2020,6,Saturday,1800,1137,111,346,155
2020-06-14,2020,6,Sunday,1800,1183,143,562,204
2020-06-15,2020,6,Monday,1800,1400,193,442,299
2020-06-16,2020,6,Tuesday,1800,1329,42,244,200
2020-06-17,2020,6,Wednesday,1800,1784,7,164,150
2020-06-18,2020,6,Thursday,1800,1507,2,346,173
2020-06-19,2020,6,Friday,1800,1068,124,390,270
2020-06-20,2020,6,Saturday,1800,1545,11,545,220
2020-06-21,2020,6,Sunday,1800,1773,83,310,242
2020-06-22,2020,6,Monday,1800,1052,15,280,265
2020-06-23,2020,6,Tuesday,1800,1449,77,283,242
2020-06-24,2020,6,Wednesday,1800,1204,58,325,104
2020-06-25,2020,6,Thursday,1800,1125,176,364,182
2020-06-26,2020,6,Friday,1800,1746,62,440,281
2020-06-27,2020,6,Saturday,1800,1042,189,578,150
2020-06-28,2020,6,Sunday,1800,1751,48,247,109
2020-06-29,2020,6,Monday,1800,1110,50,275,239
2020-06-30,2020,6,Tuesday,1800,1760,32,117,103
2020-07-01,2020,7,Wednesday,1800,1662,29,470,194
2020-07-02,2020,7,Thursday,1800,1182,186,498,245
2020-07-03,2020,7,Friday,1800,1094,75,334,179
2020-07-04,2020,7,Saturday,1800,1373,14,483,135
2020-07-05,2020,7,Sunday,1800,1519,81,531,124
2020-07-06,2020,7,Monday,1800,1359,91,266,197
2020-07-07,2020,7,Tuesday,1800,1695,22,112,263
2020-07-08,2020,7,Wednesday,1800,1280,93,436,200
2020-07-09,2020,7,Thursday,1800,1194,44,131,294
2020-07-10,2020,7,Friday,1800,1194,61,603,108
2020-07-11,2020,7,Saturday,1800,1666,198,256,160
2020-07-12,2020,7,Sunday,1800,1092,14,387,152
2020-07-13,2020,7,Monday,1800,1671,45,317,245
2020-07-14,2020,7,Tuesday,1800,1060,63,318,270
2020-07-15,2020,7,Wednesday,1800,1633,173,181,262
2020-07-16,2020,7,Thursday,1800,1050,183,432,162
2020-07-17,2020,7,Friday,1800,1402,171,448,220
2020-07-18,2020,7,Saturday,1800,1788,74,392,204
2020-07-19,2020,7,Sunday,1800,1004,156,560,103
2020-07-20,2020,7,Monday,1800,1465,189,137,192
2020-07-21,2020,7,Tuesday,1800,1603,51,310,268
2020-07-22,2020,7,Wednesday,1800,1681,181,426,272
2020-07-23,2020,7,Thursday,1800,1533,87,348,277
2020-07-24,2020,7,Friday,1800,1404,56,434,127
2020-07-25,2020,7,Saturday,1800,1512,82,248,269
2020-07-26,2020,7,Sunday,1800,1644,65,263,179
2020-07-27,2020,7,Monday,1800,1232,149,499,175
2020-07-28,2020,7,Tuesday,1800,1523,19,394,215
2020-07-29,2020,7,Wednesday,1800,1345,32,295,168
2020-07-30,2020,7,Thursday,1800,1045,71,286,197
2020-07-31,2020,7,Friday,1800,1545,24,512,100
2020-08-01,2020,8,Saturday,1800,1077,45,393,266
2020-08-02,2020,8,Sunday,1800,1729,72,488,195
2020-08-03,2020,8,Monday,1800,1072,97,496,116
2020-08-04,2020,8,Tuesday,1800,1793,56,464,211
2020-08-05,2020,8,Wednesday,1800,1248,86,436,190
2020-08-06,2020,8,Thursday,1800,1046,132,328,187
2020-08-07,2020,8,Friday,1800,1120,54,547,262
2020-08-08,2020,8,Saturday,1800,1213,60,234,273
2020-08-09,2020,8,Sunday,1800,1238,88,409,269
2020-08-10,2020,8,Monday,1800,1055,7,445,266
2020-08-11,2020,8,Tuesday,1800,1349,15,369,189
2020-08-12,2020,8,Wednesday,1800,1106,175,194,148
2020-08-13,2020,8,Thursday,1800,1047,115,409,289
2020-08-14,2020,8,Friday,1800,1572,60,307,137
2020-08-15,2020,8,Saturday,1800,1336,14,204,250
2020-08-16,2020,8,Sunday,1800,1025,192,264,249
